Dumificado,Algoritmo,Conjunto,MAE,RMSE,R2,Tiempo_Entrenamiento,Tiempo_Prediccion,Peso_Modelo_MB
TODO,MPLREGRESSOR,SOLO X NORMALIZADO,6278.450884447491,48674.38082834864,0.9981179503473546,26.66403317451477,0.05121588706970215,0.3003377914428711
TODO,RandomForest,SOLO X NORMALIZADO,25.1275044559622,103.40825910620912,0.9999999915054444,3.694989919662476,1.269266128540039,3034.3113489151
TODO,GradientBoostingRegressor,SOLO X NORMALIZADO,5604.320974763371,28309.931350891165,0.9993633395997152,11.871962785720823,0.110187292098999,0.3591833114624023
TODO,XGBRegressor,SOLO X NORMALIZADO,8719.053234742794,30473.8170712115,0.9992622929770518,0.5224628448486328,0.0161449909210205,0.7577981948852539
